logFC	AveExpr	t	P.Value	adj.P.Val	B	C_AVG	T_AVG	deltaBeta	CHR	MAPINFO	Strand	Type	gene	feature	cgi	feat.cgi	UCSC_CpG_Islands_Name	DHS	Enhancer	Phantom	Probe_SNPs	Probe_SNPs_10	probeID
-0.0782191404020582	0.722805506422413	-5.23628220084273	4.74314441822259E-07	0.000311437230162547	4.7369371430036	0.744507926880788	0.666288786478729	-0.0782191404020585	8	7078402	F	II		IGR	shore	IGR-shore	chr8:7079069-7079671	NA	NA				cg19007031
-0.117590748772817	0.814597825045123	-5.23625475527234	4.74375218349791E-07	0.000311437230162547	4.73681263665821	0.847224159964749	0.729633411191931	-0.117590748772817	15	99050082	R	II	FAM169B	5'UTR	opensea	5'UTR-opensea		NA	NA				cg26794812
-0.176682073869593	0.526238470847759	-5.23442259295504	4.78449609225409E-07	0.000312692748757229	4.72850213389518	0.575260086719091	0.398578012849499	-0.176682073869593	19	18893683	F	I	COMP	3'UTR	shelf	3'UTR-shelf	chr19:18896515-18896860	NA	NA		rs77185131		cg08827584
-0.200100643603483	0.53432341711513	-5.23437657957322	4.78552371489225E-07	0.000312692748757229	4.72829344897833	0.589842670831703	0.38974202722822	-0.200100643603483	1	204082391	R	II	SOX13	Body	opensea	Body-opensea		NA	TRUE				cg22346959
-0.244100965389809	0.666833397701533	-5.23432257234903	4.78673013893881E-07	0.000312692748757229	4.72804851120975	0.73456083318541	0.490459867795602	-0.244100965389809	14	65704960	R	II		IGR	opensea	IGR-opensea		NA	TRUE				cg16536610
-0.263968213596899	0.626191184815683	-5.23262079953512	4.82489659339384E-07	0.000314663272758157	4.72033143663363	0.699430920380141	0.435462706783242	-0.263968213596899	12	54867312	R	I	GTSF1	5'UTR	opensea	5'UTR-opensea		NA	NA				cg06809675
-0.126724648321101	0.788449291661381	-5.23168705093344	4.84596382597065E-07	0.000315513965289059	4.7160979146185	0.823609887727351	0.69688523940625	-0.126724648321101	6	40551465	R	II	LRFN2	5'UTR	shelf	5'UTR-shelf	chr6:40554595-40555928	NA	NA				cg17298510
-0.223876445788693	0.496075086328964	-5.23120218202102	4.85693870827024E-07	0.000315705832836284	4.71389978386536	0.558191094409063	0.33431464862037	-0.223876445788693	10	125792941	R	II	CHST15	Body	opensea	Body-opensea		TRUE	TRUE				cg13276580
-0.283382380690948	0.666554210699025	-5.22846291204984	4.91939702846002E-07	0.000318427400556565	4.70148420454671	0.745180535977439	0.46179815528649	-0.283382380690949	17	46652501	R	II	HOXB3	TSS1500	shore	TSS1500-shore	chr17:46654053-46654369	NA	NA				cg02836478
-0.207003568998509	0.365670193806905	-5.22833614883738	4.92230620315335E-07	0.000318427400556565	4.70090977191812	0.423104710060826	0.216101141062317	-0.207003568998509	17	39769213	R	II	KRT16	TSS200	opensea	TSS200-opensea		NA	NA		rs6503645		cg26336935
-0.0775683367552618	0.766789785169588	-5.22830157492529	4.92309995367881E-07	0.000318427400556565	4.70075310058872	0.788311635830008	0.710743299074746	-0.0775683367552619	5	148851518	F	II		IGR	opensea	IGR-opensea		NA	TRUE		rs79903469		cg11060666
-0.25649533962206	0.625927843468414	-5.22710484799818	4.95065137799031E-07	0.000319683638473392	4.69533060781353	0.697094180473379	0.440598840851319	-0.256495339622061	2	135041380	F	I	MGAT5	Body	opensea	Body-opensea		NA	TRUE				cg18482303
-0.114741758466428	0.767295721277245	-5.22631169673304	4.96899414137745E-07	0.000320342091813365	4.69173725390882	0.799131584897988	0.68438982643156	-0.114741758466428	17	8301118	R	II	RNF222	1stExon	opensea	1stExon-opensea		NA	NA				cg12920094
-0.209822880002052	0.471785349137955	-5.22497506906595	5.0000552641311E-07	0.000321816977569744	4.68568258731765	0.530002101970894	0.320179221968843	-0.209822880002052	17	49012893	F	II		IGR	shelf	IGR-shelf	chr17:49008487-49009155	TRUE	NA				cg05526498
-0.102671525085763	0.878000815990489	-5.21934871826831	5.13288634273971E-07	0.000329826528039289	4.66020861986197	0.906487713124111	0.803816188038347	-0.102671525085763	18	12030535	F	II	IMPA2	3'UTR	opensea	3'UTR-opensea		NA	NA				cg03474702
-0.201197404789825	0.746425575408156	-5.21883625880026	5.14515401979927E-07	0.000330075479479638	4.65788938894576	0.802249132806489	0.601051728016664	-0.201197404789825	2	129106448	R	II		IGR	shelf	IGR-shelf	chr2:129103077-129104287	NA	TRUE				cg10149870
-0.109136869148392	0.293290576723649	-5.21470683449477	5.24505385092613E-07	0.00033580186366963	4.63920694373661	0.323571326545169	0.214434457396776	-0.109136869148392	11	1718586	R	II	HCCA2	Body	shelf	Body-shelf	chr11:1715347-1715607	NA	NA				cg00490097
-0.263268496749516	0.67573337680353	-5.21444326459402	5.25149384006405E-07	0.00033580186366963	4.63801485880506	0.748778971277384	0.485510474527868	-0.263268496749516	17	46651225	F	II	HOXB3	5'UTR	shelf	5'UTR-shelf	chr17:46654053-46654369	NA	NA				cg06395298
-0.0997868451966168	0.795597289189208	-5.21284512810565	5.2907072433304E-07	0.000337760124623887	4.63078767780109	0.823283812711969	0.723496967515352	-0.099786845196617	14	64658673	R	II	SYNE2	Body	opensea	Body-opensea		NA	TRUE				cg09366982
-0.189375542298879	0.557564548376137	-5.21242246753131	5.30112557448045E-07	0.000337876732401602	4.62887656794221	0.610108051441722	0.420732509142843	-0.189375542298879	3	194085842	F	II	LRRC15	5'UTR	opensea	5'UTR-opensea		TRUE	TRUE		rs9862837		cg12838168
-0.160679878995577	0.832894425478385	-5.21160126513741	5.32142480056854E-07	0.000338621720286793	4.62516372592471	0.877476126008949	0.716796247013372	-0.160679878995577	17	77127487	F	I	HRNBP3	5'UTR	island	5'UTR-island	chr17:77127405-77127606	NA	NA				cg14715697
-0.219721900691049	0.7477369975856	-5.2109973643584	5.33640078750525E-07	0.000338720607686684	4.62243362496153	0.80870029951144	0.588978398820391	-0.219721900691049	1	2425860	R	I	PLCH2	Body	opensea	Body-opensea		NA	NA				cg17820022
-0.184427855688659	0.277430150493403	-5.21084421225071	5.34020528016722E-07	0.000338720607686684	4.6217412949269	0.328600885019736	0.144173029331077	-0.184427855688659	12	98812695	F	II		IGR	opensea	IGR-opensea		TRUE	TRUE				cg05451210
-0.168110159099294	0.367753422282924	-5.20985161957203	5.36492657139058E-07	0.000339605828645866	4.61725459977116	0.414396703420301	0.246286544321007	-0.168110159099294	11	11169707	R	II		IGR	opensea	IGR-opensea		TRUE	TRUE				cg16931664
-0.285361650454288	0.500154319632099	-5.20959111744542	5.37143299575158E-07	0.000339605828645866	4.61607718681217	0.579329806463346	0.293968156009059	-0.285361650454288	16	89167018	R	II	ACSF3	Body	shore	Body-shore	chr16:89167116-89167482	NA	NA				cg09427016
-0.202900506883492	0.497164087114716	-5.20843142283884	5.4004913249853E-07	0.00034089496251981	4.61083613868991	0.553460181510136	0.350559674626644	-0.202900506883492	22	43166139	R	I		IGR	island	IGR-island	chr22:43165947-43166287	TRUE	NA				cg13608545
-0.228780733803413	0.454662718010038	-5.20691090252699	5.43882254806538E-07	0.000342497887824829	4.60396568358207	0.51813945340058	0.289358719597167	-0.228780733803413	16	85867170	R	I		IGR	shelf	IGR-shelf	chr16:85863381-85863601	NA	NA				cg06349450
-0.155552387429697	0.627696820485396	-5.20673382948479	5.44330359588966E-07	0.000342497887824829	4.60316567570508	0.670855864396526	0.515303476966828	-0.155552387429697	1	38529973	F	II		IGR	opensea	IGR-opensea		TRUE	TRUE				cg18767964
-0.26466927540692	0.475462644214624	-5.20594760418002	5.46324338179577E-07	0.000343203392867648	4.59961378477886	0.54889689403851	0.284227618631589	-0.26466927540692	4	24975754	F	I	CCDC149	5'UTR	opensea	5'UTR-opensea		NA	NA				cg17173896
-0.19507985384607	0.511738601897281	-5.20500129110212	5.48733743803704E-07	0.000343400378723921	4.59533919053574	0.565864804120468	0.370784950274398	-0.19507985384607	6	29576329	F	II	GABBR1	Body	opensea	Body-opensea		NA	NA		rs17218739		cg00667298
-0.203562612913163	0.560183916233986	-5.20490499383514	5.4897950457259E-07	0.000343400378723921	4.59490423747957	0.616663716348621	0.413101103435457	-0.203562612913163	19	5132063	F	I	KDM4B	Body	shore	Body-shore	chr19:5133932-5134168	TRUE	TRUE				cg15174682
-0.169184546551684	0.440470319824157	-5.20479608581022	5.49257578313735E-07	0.000343400378723921	4.59441233152324	0.487411696902081	0.318227150350397	-0.169184546551684	13	42120657	R	II		IGR	opensea	IGR-opensea		TRUE	TRUE				cg09244312
-0.182633049572716	0.577575123745028	-5.20218800149315	5.55957841112533E-07	0.000346698433788394	4.58263460756828	0.628247877383701	0.445614827810985	-0.182633049572716	5	149012102	R	II	FLJ41603	3'UTR	opensea	3'UTR-opensea		TRUE	TRUE				cg01772439
-0.254102868950104	0.60168167967277	-5.20205721203317	5.56295928658371E-07	0.000346698433788394	4.58204409473477	0.672184209786094	0.41808134083599	-0.254102868950104	19	33764439	R	II		IGR	island	IGR-island	chr19:33764349-33764551	TRUE	NA		rs77555116		cg06570476
-0.211448465106133	0.415164083488214	-5.20046113802655	5.60437882830988E-07	0.000348727151978771	4.5748387100656	0.473831865714194	0.26238340060806	-0.211448465106133	1	1117625	F	I	TTLL10	Body	shore	Body-shore	chr1:1115574-1116006	NA	NA				cg10962754
-0.191793958935685	0.701417457487137	-5.1978716224899	5.67221785643668E-07	0.000352252373024716	4.56315191345555	0.754631966324784	0.562838007389099	-0.191793958935685	1	182270482	F	II		IGR	opensea	IGR-opensea		NA	TRUE		rs2477187		cg07919760
-0.233537609621423	0.496808570643173	-5.19761639900703	5.67894716158609E-07	0.000352252373024716	4.56200028837945	0.561605132850273	0.32806752322885	-0.233537609621424	2	241390486	R	II	PP14571	Body	shore	Body-shore	chr2:241391876-241393598	NA	TRUE				cg11479811
-0.175822271721206	0.638806443709268	-5.19479399858592	5.75388303383516E-07	0.000356338429347068	4.54926773525858	0.687589501759083	0.511767230037877	-0.175822271721206	11	117695493	F	II	FXYD2	Body	opensea	Body-opensea		NA	NA				cg07170302
-0.255178130224669	0.474658555003477	-5.19329867400283	5.79397326423783E-07	0.000358257036163697	4.54252399339438	0.545459423505119	0.290281293280451	-0.255178130224669	4	24975717	F	II	CCDC149	5'UTR	opensea	5'UTR-opensea		NA	NA				cg22387323
-0.21894445297944	0.641644119491309	-5.19076634145619	5.86248637706611E-07	0.000361858661294447	4.53110669003131	0.702391713381558	0.483447260402118	-0.21894445297944	5	153489773	F	II		IGR	opensea	IGR-opensea		NA	TRUE				cg11001536
-0.0769007171733082	0.790312410519173	-5.19039723855583	5.87253813038468E-07	0.000361858661294447	4.52944288721534	0.811649025688645	0.734748308515337	-0.0769007171733083	6	32032709	R	II	TNXB	Body	opensea	Body-opensea		NA	NA				cg13154622
-0.182343033278517	0.615538502862034	-5.19006533824679	5.88159105627349E-07	0.000361858661294447	4.52794685588881	0.666130789552027	0.48378775627351	-0.182343033278517	10	131653136	R	II	EBF3	Body	opensea	Body-opensea		NA	NA			rs76611624	cg10728451
-0.104897045978897	0.759789074435568	-5.18979307000978	5.88902758580788E-07	0.000361858661294447	4.52671966649448	0.788893457134915	0.683996411156018	-0.104897045978897	15	69867297	F	II		IGR	opensea	IGR-opensea		NA	TRUE		rs16953502		cg23529249
-0.184899973107059	0.579722302049637	-5.18934914558567	5.90117221293936E-07	0.000362039216813055	4.52471887505674	0.631024028692058	0.446124055584999	-0.184899973107059	2	10344980	F	II	C2orf48	Body	opensea	Body-opensea		NA	NA				cg17979068
-0.162566772027487	0.732899502992423	-5.1876678568049	5.94738909232139E-07	0.000364306299827094	4.51714234605124	0.778004734537622	0.615437962510134	-0.162566772027487	7	18043678	F	II		IGR	opensea	IGR-opensea		NA	TRUE				cg25046563
-0.114646002933123	0.845620024405314	-5.1865383519321	5.9786354435961E-07	0.000365639224670786	4.51205337076034	0.877429320016817	0.762783317083693	-0.114646002933124	19	41629018	F	II	CYP2F1	Body	shore	Body-shore	chr19:41630485-41630794	NA	NA				cg27168410
-0.131442772786359	0.862053897329338	-5.18621014048152	5.98774489614871E-07	0.000365639224670786	4.51057476811076	0.898523568391449	0.767080795605089	-0.13144277278636	7	22629474	F	II		IGR	opensea	IGR-opensea		NA	TRUE				cg18045685
-0.163641492548277	0.707557097566768	-5.1852367831918	6.01483968907085E-07	0.000366724309576007	4.50619016476656	0.752960517464556	0.589319024916279	-0.163641492548277	6	43217925	F	II	TTBK1	Body	shelf	Body-shelf	chr6:43214369-43214591	NA	NA				cg13675015
-0.23929740367934	0.644280496023591	-5.18304231773559	6.07636383902822E-07	0.000369901940848434	4.49630713620664	0.710675151379709	0.471377747700369	-0.23929740367934	17	46651745	R	II	HOXB3	5'UTR	shelf	5'UTR-shelf	chr17:46654053-46654369	NA	NA				cg24761525
-0.202379049488885	0.740706768028015	-5.18046144800176	6.14950440791368E-07	0.000373775812277976	4.48468779539563	0.796858180602966	0.594479131114082	-0.202379049488885	12	26844579	F	II	ITPR2	Body	opensea	Body-opensea		TRUE	TRUE		rs78888635		cg00997853
-0.0933724373080256	0.906392789679162	-5.17974886733821	6.1698489178888E-07	0.000374318269443661	4.48148042765641	0.932299593094106	0.83892715578608	-0.0933724373080258	11	1985762	F	I		IGR	shore	IGR-shore	chr11:1986015-1986362	NA	NA				cg23475955
-0.121892749611741	0.801524715631864	-5.17926052529479	6.18382908363926E-07	0.000374318269443661	4.47928255709146	0.835344669281364	0.713451919669623	-0.121892749611741	21	38934792	F	II		IGR	shore	IGR-shore	chr21:38935854-38936546	NA	NA				cg02010760
-0.103858044878782	0.747212057189198	-5.17915045395854	6.18698443605132E-07	0.000374318269443661	4.47878718226629	0.776028162126664	0.672170117247881	-0.103858044878782	6	31733889	R	II	C6orf27	Body	opensea	Body-opensea		NA	NA				cg09630142
-0.124280670924617	0.678400833389434	-5.17838448219079	6.2089855011858E-07	0.000375059074280363	4.47534014754924	0.712883331680657	0.58860266075604	-0.124280670924617	15	74692822	R	II		IGR	opensea	IGR-opensea		NA	TRUE				cg24996282
-0.184053973820279	0.705201166407668	-5.17783922467993	6.22469329837771E-07	0.000375059074280363	4.47288660025426	0.756268164924277	0.572214191103998	-0.184053973820279	3	67699305	F	II	SUCLG2	Body	opensea	Body-opensea		NA	TRUE				cg18194850
-0.208866594679444	0.583389156493512	-5.17744718976923	6.23601092101848E-07	0.000375059074280363	4.47112263982658	0.641340581606884	0.43247398692744	-0.208866594679444	2	149478494	F	II	EPC2	Body	opensea	Body-opensea		NA	TRUE				cg26872780
-0.176655814397581	0.830687329654176	-5.17739987986886	6.23737805855111E-07	0.000375059074280363	4.47090977559907	0.879701659660442	0.70304584526286	-0.176655814397581	9	96780753	R	II		IGR	opensea	IGR-opensea		NA	TRUE				cg13595415
-0.113732123474321	0.806827291011218	-5.17401078356619	6.33607623848548E-07	0.000380412213319366	4.45566470803973	0.838383024691955	0.724650901217634	-0.113732123474321	13	114804587	R	II	RASA3	Body	shore	Body-shore	chr13:114805719-114806500	TRUE	NA				cg17589836
-0.28114442290509	0.609896383397383	-5.17317244312783	6.36072387865556E-07	0.000380752015129016	4.45189475128821	0.687901772411512	0.406757349506422	-0.28114442290509	17	47297268	F	I	ABI3	Body	island	Body-island	chr17:47296969-47297314	TRUE	NA		rs616338		cg03419646
-0.213110341488067	0.550503927689946	-5.1731596747778	6.36109999439966E-07	0.000380752015129016	4.45183733638315	0.609632808565248	0.39652246707718	-0.213110341488068	15	74699653	R	II		IGR	shelf	IGR-shelf	chr15:74703053-74703255	TRUE	TRUE				cg18915456
-0.0766802016620598	0.737086362279544	-5.17260379345709	6.37749550000496E-07	0.000381107912661057	4.44933782842568	0.758361793954566	0.681681592292506	-0.0766802016620598	22	31612458	F	II	LIMK2	Body	shelf	Body-shelf	chr22:31608021-31608528	NA	NA				cg16932065
-0.229113874563837	0.473779199837491	-5.17230152463461	6.38642803780837E-07	0.000381107912661057	4.44797876572412	0.537348367346532	0.308234492782696	-0.229113874563837	5	10502512	F	II		IGR	opensea	IGR-opensea		NA	TRUE		rs75787815		cg17390918
-0.190909325574194	0.50520207084398	-5.17191268887715	6.39793665786115E-07	0.000381216208836946	4.44623056558875	0.55817113227497	0.367261806700776	-0.190909325574194	2	149793681	R	II	KIF5C	Body	opensea	Body-opensea		NA	NA				cg21303039
-0.188317520751639	0.590438352138876	-5.1704024747712	6.44282694765277E-07	0.000383310189731639	4.43944157436452	0.642688300093088	0.454370779341449	-0.188317520751639	21	46102242	R	II	KRTAP12-1	TSS200	opensea	TSS200-opensea		NA	NA				cg06683078
-0.0869694780765058	0.859306134389574	-5.16965299213299	6.46521844251305E-07	0.000383775439086126	4.43607290029235	0.883436394202709	0.796466916126203	-0.0869694780765059	11	64492155	R	II	NRXN2	TSS1500	shore	TSS1500-shore	chr11:64490493-64491146	NA	TRUE				cg20234205
-0.194063058244251	0.71902392232834	-5.16948115298841	6.47036294833636E-07	0.000383775439086126	4.43530059101145	0.772868007852756	0.578804949608505	-0.194063058244251	6	139919028	F	II		IGR	opensea	IGR-opensea		NA	TRUE		rs79199334		cg04609499
-0.197379607444284	0.781048570766685	-5.16916214937956	6.47992380416797E-07	0.000383775439086126	4.43386691939424	0.835812854913076	0.638433247468792	-0.197379607444284	10	1559249	F	II	ADARB2	Body	opensea	Body-opensea		NA	NA				cg12581741
-0.194284247850072	0.523185380089967	-5.16760272582316	6.52685928668855E-07	0.000385973921149773	4.42685946089608	0.577090836140854	0.382806588290782	-0.194284247850072	17	6984106	F	II	CLEC10A	TSS1500	opensea	TSS1500-opensea		NA	NA		rs314228		cg21550483
-0.113456605591657	0.258886990894663	-5.16698225932922	6.54562582720458E-07	0.000386502497042517	4.42407174918415	0.290366280307377	0.17690967471572	-0.113456605591657	17	39978853	R	II	FKBP10	3'UTR	opensea	3'UTR-opensea		NA	NA				cg23796525
-0.275493472971645	0.665162098103	-5.16517608743913	6.60055411365253E-07	0.000389161545505028	4.41595814004885	0.741599593493977	0.466106120522331	-0.275493472971645	17	46641504	F	I	HOXB3	5'UTR	shore	5'UTR-shore	chr17:46641534-46642110	TRUE	NA				cg20152430
-0.144353934310406	0.795254367280537	-5.16348101475908	6.65251111274682E-07	0.000390614175592831	4.40834549194007	0.835306325933135	0.69095239162273	-0.144353934310406	12	27033993	R	II		IGR	opensea	IGR-opensea		NA	NA				cg09188843
-0.211582123553601	0.654238325573541	-5.16342898965085	6.65411204665303E-07	0.000390614175592831	4.40811187371273	0.712943192224252	0.501361068670651	-0.211582123553601	18	45683841	R	II		IGR	shelf	IGR-shelf	chr18:45687797-45688512	NA	NA				cg11934832
-0.10318103625472	0.884916494516416	-5.16336587999353	6.65605458066395E-07	0.000390614175592831	4.40782848273834	0.913544758910789	0.810363722656069	-0.103181036254719	12	131605488	R	I	GPR133	Body	shore	Body-shore	chr12:131605558-131605767	NA	NA				cg26150582
-0.191623493666322	0.555135005954118	-5.16293565833062	6.66931162612664E-07	0.000390614175592831	4.40589665987994	0.60830221806963	0.416678724403308	-0.191623493666322	1	162339673	F	II	NOS1AP	3'UTR	shelf	3'UTR-shelf	chr1:162336876-162337321	NA	NA				cg13688312
-0.0957382244430883	0.74748385805873	-5.16275596977904	6.67485622592871E-07	0.000390614175592831	4.40508983983028	0.774047064840627	0.678308840397539	-0.0957382244430885	6	30131971	F	II	TRIM15	Body	opensea	Body-opensea		NA	NA				cg11772804
-0.0731926214172437	0.831973175010471	-5.16003121184452	6.75948445257323E-07	0.000394950613298506	4.39285791304657	0.852280954363232	0.779088332945988	-0.0731926214172439	3	14600098	F	II		IGR	shelf	IGR-shelf	chr3:14597400-14597651	NA	NA				cg03194383
-0.216637784412853	0.589038441372899	-5.159725514647	6.76904391447792E-07	0.000394950613298506	4.39148587812706	0.649146034736003	0.432508250323149	-0.216637784412854	1	48022001	R	II		IGR	opensea	IGR-opensea		NA	TRUE			rs80269929	cg05383442
-0.107950119985073	0.835706206329213	-5.15808480924274	6.82057539018268E-07	0.000397367732687657	4.3841230544023	0.865657684706574	0.757707564721501	-0.107950119985073	3	124395277	F	II	KALRN	Body	opensea	Body-opensea		NA	TRUE				cg05980111
-0.220417816367377	0.635753378818971	-5.15600784431058	6.886356050462E-07	0.000400606632393563	4.37480493065909	0.696909767175237	0.47649195080786	-0.220417816367377	3	160122503	F	II	SMC4	Body	shelf	Body-shelf	chr3:160117012-160118878	NA	NA				cg09100593
-0.275260566367838	0.470715984821835	-5.15561653165968	6.89881836517352E-07	0.000400738805762877	4.37304964763265	0.547088858727363	0.271828292359524	-0.275260566367838	9	133908909	R	I	LAMC3	Body	shelf	Body-shelf	chr9:133911564-133911838	NA	NA				cg14018024
-0.171887222186642	0.757393710018785	-5.15314420457027	6.97806396301227E-07	0.000404744177262294	4.36196196148158	0.805084962417391	0.633197740230749	-0.171887222186642	18	76670370	R	II		IGR	shelf	IGR-shelf	chr18:76674209-76674797	NA	NA				cg24923279
-0.184664167906469	0.389802162498676	-5.15129798883143	7.03781708172809E-07	0.00040760880622858	4.35368474598937	0.441038463420702	0.256374295514233	-0.184664167906469	2	131870398	F	II	PLEKHB2	5'UTR	opensea	5'UTR-opensea		NA	TRUE				cg11464160
-0.128324308161834	0.628041049358449	-5.15041334352055	7.06662473311993E-07	0.000407693230574492	4.34971934850824	0.663645481680808	0.535321173518974	-0.128324308161834	1	2994051	F	II	PRDM16	Body	shelf	Body-shelf	chr1:2997272-2997473	NA	NA				cg06348826
-0.203963048998308	0.549596531222623	-5.15040903056855	7.06676546071983E-07	0.000407693230574492	4.34970001704478	0.60618743499094	0.402224385992631	-0.203963048998308	6	109081851	R	II		IGR	opensea	IGR-opensea		NA	TRUE				cg04215564
-0.0209879189418526	0.939021351298984	-5.15013033459031	7.07586482717874E-07	0.000407693230574492	4.3484508742902	0.94484458892447	0.923856669982617	-0.020987918941853	20	43730220	R	II	KCNS1	TSS1500	shore	TSS1500-shore	chr20:43729515-43729791	NA	NA				cg09797971
-0.114148841126615	0.866483171208127	-5.14998106154936	7.08074324313878E-07	0.000407693230574492	4.34778183820877	0.898154525971581	0.784005684844966	-0.114148841126615	13	114804875	F	II	RASA3	Body	shore	Body-shore	chr13:114805719-114806500	TRUE	NA				cg20188546
-0.138466144792143	0.849261850767107	-5.14929594561378	7.10317558767711E-07	0.000408131015916989	4.34471135683038	0.887680203079378	0.749214058287235	-0.138466144792143	2	48962273	R	II	LHCGR	Body	opensea	Body-opensea		NA	TRUE				cg00925087
-0.173587121460699	0.46376374046754	-5.1488264126307	7.11858909861306E-07	0.000408131015916989	4.34260722546717	0.511926641219641	0.338339519758942	-0.173587121460699	4	185668393	R	II		IGR	opensea	IGR-opensea		NA	TRUE				cg24839529
-0.0726058284922084	0.793497306325661	-5.1487992618649	7.11948137902675E-07	0.000408131015916989	4.34248555827402	0.813642276080724	0.741036447588516	-0.0726058284922083	11	64631357	F	II	EHD1	Body	opensea	Body-opensea		NA	TRUE				cg10495164
-0.242374332891927	0.618349816886132	-5.14642645187985	7.1978824680817E-07	0.000412024813372334	4.33185440868328	0.685598186705858	0.44322385381393	-0.242374332891928	7	36342851	F	II		IGR	opensea	IGR-opensea		TRUE	TRUE			rs74383299	cg18814699
-0.245961051914745	0.401814679358212	-5.14583483760605	7.21756056516712E-07	0.000412550726397582	4.32920429622597	0.47005820821317	0.224097156298425	-0.245961051914745	12	68848994	R	II		IGR	opensea	IGR-opensea		NA	TRUE				cg15085883
-0.113828609991544	0.402155665442597	-5.14473498081631	7.25428270864165E-07	0.000414047924654511	4.32427812493926	0.433738169948921	0.319909559957377	-0.113828609991544	5	142065737	R	II	FGF1	5'UTR	opensea	5'UTR-opensea		NA	TRUE				cg10476085
-0.199585588389433	0.437857587676645	-5.14419166251121	7.27249001932404E-07	0.000414485555802797	4.32184493005699	0.493233935900303	0.29364834751087	-0.199585588389433	7	150702471	F	II	NOS3	Body	shelf	Body-shelf	chr7:150705759-150706129	NA	NA				cg21932452
-0.228566868606297	0.478133089667568	-5.14372930345819	7.28801924870047E-07	0.000414769507621845	4.31977445111517	0.541550486737524	0.312983618131227	-0.228566868606297	1	92083173	F	II		IGR	opensea	IGR-opensea		NA	TRUE		rs56404709		cg07922843
-0.150522678379348	0.791934483022238	-5.14323991626493	7.30449137562647E-07	0.000415106222603087	4.31758308667021	0.833698000722867	0.683175322343518	-0.150522678379349	20	60456498	R	I	CDH4	Body	island	Body-island	chr20:60456285-60456612	NA	NA				cg24688309
-0.21302986326227	0.796584256832478	-5.14192685311205	7.34886631193773E-07	0.00041668492498366	4.31170424376601	0.855690808489061	0.642660945226791	-0.21302986326227	3	13060915	F	I	IQSEC1	Body	opensea	Body-opensea		TRUE	TRUE	low-CpG:13035893-13035988			cg13878677
-0.0925697120484123	0.162552233812833	-5.1413441796932	7.36864155980787E-07	0.00041668492498366	4.30909585227598	0.188236315768462	0.0956666037200494	-0.0925697120484123	22	19015061	R	II		IGR	shore	IGR-shore	chr22:19016813-19017919	NA	NA				cg02163266
-0.194021095850046	0.476299856302248	-5.14080918447234	7.38684419663994E-07	0.00041668492498366	4.3067010874497	0.530132299081451	0.336111203231405	-0.194021095850047	1	1104257	R	II	MIR429	TSS200	shelf	TSS200-shelf	chr1:1098043-1100584	NA	NA				cg26330479
-0.118759562521232	0.803806578868109	-5.14068202514412	7.39117707887696E-07	0.00041668492498366	4.30613191916561	0.836757208931804	0.717997646410572	-0.118759562521232	17	77030281	R	II	C1QTNF1	TSS200	opensea	TSS200-opensea		NA	NA				cg25330016
-0.127603281654037	0.755900470012236	-5.14063381164801	7.39282057216064E-07	0.00041668492498366	4.30591611706819	0.791304848737055	0.663701567083018	-0.127603281654037	7	129918047	R	II	CPA2	Body	opensea	Body-opensea		NA	TRUE				cg13969674
-0.243631660645211	0.425278992975877	-5.14054508781478	7.39584590288755E-07	0.00041668492498366	4.30551899584879	0.49287621673871	0.249244556093499	-0.243631660645211	12	122467228	F	I	BCL7A	Body	opensea	Body-opensea		NA	TRUE		rs77892133		cg05957567
-0.199500972802542	0.366709652815772	-5.1396310300133	7.42708383353198E-07	0.000417846248932683	4.30142803425514	0.422062523882373	0.222561551079832	-0.199500972802542	17	36188913	R	II		IGR	opensea	IGR-opensea		NA	TRUE				cg13536447
-0.128411157855928	0.827070918729511	-5.13833833520652	7.47148065734779E-07	0.00041974351391228	4.29564335355998	0.86269944807682	0.734288290220892	-0.128411157855928	17	15554603	F	II	TRIM16	Body	opensea	Body-opensea		NA	TRUE				cg02109507
-0.233100635158339	0.65327021564291	-5.13721997504691	7.51009803936472E-07	0.000420722783959078	4.29063966391442	0.717945536380484	0.484844901222145	-0.233100635158339	13	20964888	F	I		IGR	shore	IGR-shore	chr13:20965958-20966509	NA	NA				cg27380292
-0.207046872534755	0.585648162207625	-5.137213890731	7.51030866253212E-07	0.000420722783959078	4.29061244407366	0.643094693315534	0.436047820780779	-0.207046872534755	12	1947412	R	II	CACNA2D4	Body	opensea	Body-opensea		NA	TRUE				cg14914532
-0.163787289105333	0.378174026453513	-5.13648398460205	7.53561780265716E-07	0.000421242739787755	4.28734718218101	0.423617898575224	0.25983060946989	-0.163787289105333	11	118758603	F	II	CXCR5	Body	opensea	Body-opensea		TRUE	TRUE				cg24342283
-0.214897188569144	0.633582568503045	-5.13632867671615	7.54101371143936E-07	0.000421242739787755	4.28665245055	0.693207221978876	0.478310033409732	-0.214897188569144	16	90077956	F	I	DBNDD1	Body	opensea	Body-opensea		NA	TRUE				cg08854185
-0.150685218053391	0.790916842417281	-5.13538008666499	7.57405244968757E-07	0.000422215331013163	4.28240950069386	0.832725457830939	0.682040239777547	-0.150685218053392	19	16199792	F	II	TPM4	Body	opensea	Body-opensea		NA	NA	low-CpG:16060791-16060796	rs45623641		cg22023257
